0,1,2,3,4,5,6,7,8,9,10
canned beer,berries,male cosmetics,fruit/vegetable juice,,,,,,,
frankfurter,whole milk,,,,,,,,,
domestic eggs,butter,,,,,,,,,
pork,coffee,,,,,,,,,
napkins,chewing gum,,,,,,,,,
soda,other vegetables,cream cheese ,,,,,,,,
canned beer,tropical fruit,margarine,,,,,,,,
soda,yogurt,sliced cheese,,,,,,,,
soda,frozen vegetables,brown bread,yogurt,,,,,,,
other vegetables,skin care,domestic eggs,,,,,,,,
chicken,bottled water,brown bread,hygiene articles,,,,,,,
pork,mayonnaise,,,,,,,,,
whipped/sour cream,herbs,flour,oil,,,,,,,
dessert,coffee,,,,,,,,,
bottled water,frozen meals,,,,,,,,,
frankfurter,red/blush wine,other vegetables,,,,,,,,
white bread,jam,,,,,,,,,
ice cream,butter,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
beef,ice cream,dish cleaner,,,,,,,,
whole milk,pastry,,,,,,,,,
bottled water,butter,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
meat spreads,butter,,,,,,,,,
tropical fruit,dessert,rolls/buns,long life bakery product,,,,,,,
pot plants,packaged fruit/vegetables,butter,rolls/buns,,,,,,,
sausage,brown bread,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
specialty chocolate,white bread,,,,,,,,,
whole milk,pasta,whipped/sour cream,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
rolls/buns,prosecco,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
other vegetables,male cosmetics,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
soda,white bread,frozen vegetables,,,,,,,,
butter,condensed milk,,,,,,,,,
beef,waffles,,,,,,,,,
chicken,house keeping products,,,,,,,,,
curd,sliced cheese,frozen fish,,,,,,,,
frankfurter,soda,,,,,,,,,
meat,rolls/buns,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
hard cheese,sugar,,,,,,,,,
liquor,rolls/buns,frozen meals,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
canned beer,berries,,,,,,,,,
whole milk,flour,berries,,,,,,,,
coffee,bottled water,liqueur,,,,,,,,
brown bread,tropical fruit,berries,berries,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
shopping bags,soda,,,,,,,,,
other vegetables,pastry,,,,,,,,,
soda,hygiene articles,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
canned beer,pip fruit,white bread,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
frankfurter,margarine,,,,,,,,,
whole milk,hamburger meat,,,,,,,,,
coffee,margarine,,,,,,,,,
snack products,soda,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
liver loaf,margarine,cat food,,,,,,,,
tropical fruit,waffles,,,,,,,,,
frozen vegetables,napkins,,,,,,,,,
sausage,canned beer,frozen vegetables,detergent,,,,,,,
whole milk,yogurt,domestic eggs,newspapers,,,,,,,
softener,margarine,hygiene articles,,,,,,,,
beef,specialty chocolate,,,,,,,,,
canned beer,brown bread,,,,,,,,,
whole milk,pork,rolls/buns,yogurt,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
yogurt,bottled beer,napkins,,,,,,,,
sausage,whole milk,,,,,,,,,
curd,newspapers,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
pastry,soda,,,,,,,,,
whole milk,herbs,,,,,,,,,
frozen vegetables,pot plants,domestic eggs,,,,,,,,
beef,kitchen towels,fruit/vegetable juice,,,,,,,,
packaged fruit/vegetables,chewing gum,ham,condensed milk,soda,,,,,,
sausage,whole milk,,,,,,,,,
spread cheese,shopping bags,,,,,,,,,
chicken,chicken,,,,,,,,,
root vegetables,ice cream,rolls/buns,,,,,,,,
tropical fruit,mayonnaise,other vegetables,meat,roll products ,napkins,frozen meals,newspapers,,,
tropical fruit,meat,whole milk,candles,,,,,,,
sausage,pip fruit,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
chocolate,curd,shopping bags,,,,,,,,
sausage,white wine,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
cake bar,flower soil/fertilizer,,,,,,,,,
soda,packaged fruit/vegetables,butter milk,,,,,,,,
tropical fruit,mustard,,,,,,,,,
soda,soda,canned fruit,processed cheese,soda,shopping bags,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,frozen meals,,,,,,,,,
candy,sausage,other vegetables,frozen vegetables,,,,,,,
detergent,fruit/vegetable juice,,,,,,,,,
bottled beer,pastry,cream cheese ,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
pastry,chewing gum,,,,,,,,,
whole milk,pork,rolls/buns,,,,,,,,
brown bread,frozen meals,herbs,whole milk,hard cheese,,,,,,
whole milk,root vegetables,,,,,,,,,
rolls/buns,whipped/sour cream,bottled beer,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
pastry,other vegetables,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
butter milk,yogurt,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
whole milk,newspapers,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
brown bread,other vegetables,,,,,,,,,
turkey,chewing gum,,,,,,,,,
sweet spreads,soda,,,,,,,,,
chewing gum,cream cheese ,waffles,,,,,,,,
shopping bags,soda,,,,,,,,,
rolls/buns,canned vegetables,,,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
meat,margarine,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
curd,margarine,,,,,,,,,
shopping bags,soda,,,,,,,,,
female sanitary products,curd,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,pastry,,,,,,,,,
root vegetables,flour,female sanitary products,packaged fruit/vegetables,brown bread,rolls/buns,rolls/buns,sauces,,,
meat,fruit/vegetable juice,long life bakery product,bottled water,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
frankfurter,white bread,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
pip fruit,butter,,,,,,,,,
citrus fruit,beverages,,,,,,,,,
shopping bags,other vegetables,newspapers,domestic eggs,,,,,,,
hamburger meat,newspapers,,,,,,,,,
yogurt,tropical fruit,whipped/sour cream,Instant food products,,,,,,,
chocolate,brown bread,,,,,,,,,
butter milk,canned beer,,,,,,,,,
onions,chicken,,,,,,,,,
other vegetables,salty snack,brown bread,canned beer,,,,,,,
ham,yogurt,hard cheese,rolls/buns,,,,,,,
grapes,long life bakery product,,,,,,,,,
sausage,newspapers,newspapers,,,,,,,,
root vegetables,newspapers,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
frankfurter,margarine,,,,,,,,,
bottled water,long life bakery product,rolls/buns,,,,,,,,
other vegetables,canned beer,,,,,,,,,
whole milk,whole milk,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
pork,white bread,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
coffee,yogurt,oil,,,,,,,,
pork,root vegetables,,,,,,,,,
butter,candy,,,,,,,,,
whipped/sour cream,hard cheese,,,,,,,,,
frankfurter,rolls/buns,bottled beer,other vegetables,yogurt,soups,yogurt,UHT-milk,,,
sausage,domestic eggs,,,,,,,,,
house keeping products,fruit/vegetable juice,,,,,,,,,
canned beer,yogurt,salty snack,,,,,,,,
coffee,whole milk,domestic eggs,,,,,,,,
condensed milk,shopping bags,long life bakery product,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
sugar,candy,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
soda,root vegetables,semi-finished bread,,,,,,,,
citrus fruit,dessert,bottled water,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
whole milk,bottled water,,,,,,,,,
meat,whole milk,,,,,,,,,
soda,frankfurter,soda,salty snack,bottled water,frozen vegetables,yogurt,,,,
sugar,butter milk,photo/film,,,,,,,,
citrus fruit,curd,napkins,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
soda,shopping bags,,,,,,,,,
herbs,white bread,curd cheese,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
root vegetables,canned beer,tropical fruit,rolls/buns,,,,,,,
yogurt,berries,butter,pastry,,,,,,,
soda,whipped/sour cream,,,,,,,,,
meat,tropical fruit,yogurt,candles,,,,,,,
whole milk,dessert,,,,,,,,,
herbs,root vegetables,,,,,,,,,
sausage,white bread,whole milk,butter,,,,,,,
nuts/prunes,long life bakery product,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
pork,cream cheese ,,,,,,,,,
bottled water,whole milk,,,,,,,,,
root vegetables,chicken,,,,,,,,,
pastry,other vegetables,other vegetables,butter milk,,,,,,,
whole milk,grapes,,,,,,,,,
whole milk,pastry,,,,,,,,,
hamburger meat,rolls/buns,pip fruit,berries,,,,,,,
canned fruit,newspapers,,,,,,,,,
softener,soda,,,,,,,,,
whole milk,whipped/sour cream,long life bakery product,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
canned beer,citrus fruit,rolls/buns,condensed milk,skin care,,,,,,
sausage,bottled beer,misc. beverages,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
root vegetables,dog food,,,,,,,,,
canned beer,rolls/buns,rolls/buns,,,,,,,,
dishes,brown bread,,,,,,,,,
chicken,citrus fruit,other vegetables,margarine,hard cheese,soft cheese,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
root vegetables,coffee,soda,,,,,,,,
meat,pork,,,,,,,,,
frankfurter,newspapers,,,,,,,,,
waffles,pasta,,,,,,,,,
coffee,coffee,,,,,,,,,
butter,pastry,,,,,,,,,
other vegetables,shopping bags,frozen vegetables,shopping bags,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
pork,citrus fruit,chocolate marshmallow,white bread,whipped/sour cream,,,,,,
canned beer,misc. beverages,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,white bread,detergent,,,,,,,,
pot plants,whipped/sour cream,,,,,,,,,
napkins,other vegetables,,,,,,,,,
beef,finished products,,,,,,,,,
sausage,curd,,,,,,,,,
fruit/vegetable juice,herbs,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
misc. beverages,bottled water,mustard,,,,,,,,
soda,root vegetables,,,,,,,,,
male cosmetics,pastry,,,,,,,,,
butter,frozen meals,,,,,,,,,
rolls/buns,sauces,,,,,,,,,
pastry,bottled water,,,,,,,,,
margarine,soda,,,,,,,,,
turkey,misc. beverages,bottled beer,butter,bottled water,margarine,seasonal products,,,,
yogurt,canned beer,,,,,,,,,
whipped/sour cream,pastry,,,,,,,,,
frozen vegetables,brown bread,rolls/buns,,,,,,,,
other vegetables,napkins,newspapers,,,,,,,,
margarine,rolls/buns,root vegetables,,,,,,,,
specialty chocolate,candles,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
beef,citrus fruit,napkins,semi-finished bread,brown bread,,,,,,
Instant food products,specialty chocolate,,,,,,,,,
bottled water,bottled water,,,,,,,,,
soups,specialty bar,soda,whipped/sour cream,,,,,,,
ham,rolls/buns,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
margarine,margarine,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
coffee,citrus fruit,,,,,,,,,
pork,shopping bags,,,,,,,,,
whole milk,citrus fruit,napkins,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
canned beer,dessert,frozen meals,,,,,,,,
bottled beer,whole milk,,,,,,,,,
beverages,pastry,,,,,,,,,
pork,yogurt,,,,,,,,,
fruit/vegetable juice,baking powder,oil,,,,,,,,
hamburger meat,beverages,margarine,,,,,,,,
tropical fruit,popcorn,,,,,,,,,
ham,whole milk,,,,,,,,,
roll products ,oil,UHT-milk,,,,,,,,
rolls/buns,pastry,,,,,,,,,
dish cleaner,coffee,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
butter,shopping bags,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
frozen meals,yogurt,,,,,,,,,
chicken,rolls/buns,other vegetables,margarine,,,,,,,
other vegetables,whole milk,,,,,,,,,
sugar,berries,seasonal products,bottled beer,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
other vegetables,soda,,,,,,,,,
shopping bags,red/blush wine,butter,,,,,,,,
pork,rolls/buns,,,,,,,,,
soda,dishes,,,,,,,,,
yogurt,yogurt,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
coffee,softener,,,,,,,,,
soda,frankfurter,cream cheese ,butter,,,,,,,
vinegar,whole milk,bottled beer,,,,,,,,
whole milk,instant coffee,whole milk,,,,,,,,
yogurt,soda,,,,,,,,,
waffles,whole milk,,,,,,,,,
root vegetables,whipped/sour cream,specialty bar,,,,,,,,
sausage,whole milk,,,,,,,,,
berries,bottled beer,,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
ham,whole milk,brown bread,,,,,,,,
pork,long life bakery product,,,,,,,,,
beef,root vegetables,,,,,,,,,
frankfurter,sliced cheese,sugar,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
beef,dessert,,,,,,,,,
canned beer,hard cheese,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
soda,semi-finished bread,,,,,,,,,
whole milk,tropical fruit,other vegetables,yogurt,domestic eggs,,,,,,
whole milk,mustard,,,,,,,,,
shopping bags,shopping bags,,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
chewing gum,misc. beverages,,,,,,,,,
soda,napkins,,,,,,,,,
zwieback,rice,,,,,,,,,
tropical fruit,curd,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
salty snack,soda,oil,,,,,,,,
canned beer,coffee,,,,,,,,,
other vegetables,newspapers,soda,,,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,,
chicken,pastry,candles,,,,,,,,
canned beer,curd,,,,,,,,,
soda,root vegetables,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
chicken,chicken,salt,,,,,,,,
pork,long life bakery product,,,,,,,,,
herbs,newspapers,,,,,,,,,
cream cheese ,margarine,,,,,,,,,
sausage,pip fruit,soda,curd,waffles,,,,,,
whole milk,curd,yogurt,candy,,,,,,,
other vegetables,salty snack,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
rolls/buns,waffles,,,,,,,,,
candy,soda,,,,,,,,,
citrus fruit,soda,,,,,,,,,
soda,cream cheese ,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
photo/film,rolls/buns,,,,,,,,,
salt,margarine,,,,,,,,,
white wine,chocolate marshmallow,,,,,,,,,
coffee,shopping bags,,,,,,,,,
hamburger meat,soda,,,,,,,,,
pastry,napkins,,,,,,,,,
pet care,whole milk,,,,,,,,,
other vegetables,yogurt,yogurt,,,,,,,,
yogurt,semi-finished bread,flour,,,,,,,,
dog food,chewing gum,coffee,,,,,,,,
UHT-milk,root vegetables,cake bar,,,,,,,,
red/blush wine,specialty bar,rolls/buns,,,,,,,,
other vegetables,popcorn,butter,,,,,,,,
citrus fruit,flower (seeds),,,,,,,,,
pastry,whole milk,,,,,,,,,
tropical fruit,grapes,sausage,grapes,fruit/vegetable juice,curd,other vegetables,whipped/sour cream,,,
pastry,specialty bar,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
other vegetables,sweet spreads,,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
sausage,yogurt,,,,,,,,,
root vegetables,frozen meals,salty snack,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
rolls/buns,seasonal products,margarine,,,,,,,,
beverages,curd,,,,,,,,,
tropical fruit,vinegar,sauces,,,,,,,,
fruit/vegetable juice,ketchup,,,,,,,,,
light bulbs,frozen vegetables,mustard,napkins,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
tropical fruit,cake bar,chocolate,,,,,,,,
frozen vegetables,salty snack,other vegetables,curd,hygiene articles,,,,,,
frankfurter,UHT-milk,,,,,,,,,
long life bakery product,napkins,,,,,,,,,
whole milk,canned beer,,,,,,,,,
pork,mayonnaise,,,,,,,,,
whole milk,domestic eggs,yogurt,,,,,,,,
sausage,citrus fruit,whole milk,butter milk,salty snack,dessert,specialty chocolate,,,,
packaged fruit/vegetables,frozen vegetables,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
sausage,pip fruit,brown bread,,,,,,,,
onions,butter,soups,,,,,,,,
hygiene articles,pastry,,,,,,,,,
curd,grapes,soups,whole milk,,,,,,,
brown bread,hair spray,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
coffee,bottled water,,,,,,,,,
soda,pastry,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
pasta,yogurt,cat food,,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
rolls/buns,mustard,newspapers,vinegar,,,,,,,
sausage,root vegetables,kitchen towels,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
yogurt,yogurt,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
other vegetables,whole milk,semi-finished bread,,,,,,,,
long life bakery product,waffles,,,,,,,,,
beverages,sugar,,,,,,,,,
citrus fruit,sliced cheese,napkins,,,,,,,,
margarine,newspapers,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
sausage,tropical fruit,,,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
pork,whole milk,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
canned beer,bottled water,long life bakery product,,,,,,,,
whole milk,soda,,,,,,,,,
pork,pip fruit,,,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
rolls/buns,curd,,,,,,,,,
cling film/bags,whipped/sour cream,coffee,,,,,,,,
sausage,processed cheese,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
cat food,soda,yogurt,margarine,,,,,,,
whole milk,fruit/vegetable juice,rolls/buns,,,,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
curd,whole milk,,,,,,,,,
flour,tropical fruit,,,,,,,,,
pastry,detergent,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pastry,liquor,,,,,,,,,
specialty chocolate,margarine,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
chocolate,soda,,,,,,,,,
waffles,butter milk,domestic eggs,,,,,,,,
tropical fruit,frozen fruits,,,,,,,,,
frozen vegetables,flour,pickled vegetables,,,,,,,,
flower (seeds),whipped/sour cream,specialty chocolate,bottled water,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
bottled beer,soda,,,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
other vegetables,fruit/vegetable juice,coffee,,,,,,,,
other vegetables,curd,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
other vegetables,seasonal products,,,,,,,,,
pastry,hamburger meat,newspapers,other vegetables,root vegetables,instant coffee,yogurt,domestic eggs,,,
pastry,butter milk,hygiene articles,,,,,,,,
rolls/buns,nuts/prunes,,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
pip fruit,chocolate,,,,,,,,,
beverages,specialty chocolate,,,,,,,,,
whole milk,whipped/sour cream,newspapers,,,,,,,,
salty snack,whole milk,,,,,,,,,
napkins,popcorn,,,,,,,,,
frankfurter,other vegetables,specialty bar,,,,,,,,
softener,margarine,,,,,,,,,
chicken,brown bread,soda,,,,,,,,
dessert,processed cheese,UHT-milk,,,,,,,,
margarine,bottled water,,,,,,,,,
bottled beer,domestic eggs,,,,,,,,,
turkey,other vegetables,,,,,,,,,
frankfurter,frankfurter,grapes,brown bread,,,,,,,
liquor,brandy,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
grapes,whipped/sour cream,,,,,,,,,
curd,soda,,,,,,,,,
frozen meals,sausage,pastry,yogurt,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
bottled water,flour,sugar,,,,,,,,
whole milk,soft cheese,,,,,,,,,
whole milk,onions,pickled vegetables,,,,,,,,
pip fruit,soda,,,,,,,,,
sausage,berries,rolls/buns,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
other vegetables,dessert,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
misc. beverages,zwieback,,,,,,,,,
turkey,beef,root vegetables,margarine,shopping bags,curd,,,,,
citrus fruit,rolls/buns,,,,,,,,,
hygiene articles,chocolate,soups,,,,,,,,
beef,chicken,butter milk,canned beer,processed cheese,shopping bags,,,,,
citrus fruit,pip fruit,ketchup,roll products ,seasonal products,hard cheese,dog food,,,,
skin care,processed cheese,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
bottled water,coffee,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
frozen meals,bottled beer,,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
zwieback,whole milk,domestic eggs,,,,,,,,
ice cream,grapes,,,,,,,,,
coffee,roll products ,,,,,,,,,
semi-finished bread,margarine,butter,,,,,,,,
whole milk,citrus fruit,butter milk,specialty bar,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
canned beer,bottled beer,pip fruit,candy,,,,,,,
ice cream,napkins,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
white bread,UHT-milk,,,,,,,,,
hamburger meat,liquor (appetizer),liver loaf,dessert,,,,,,,
yogurt,napkins,rolls/buns,liquor (appetizer),,,,,,,
specialty bar,rolls/buns,,,,,,,,,
whole milk,candy,,,,,,,,,
sausage,bottled beer,photo/film,margarine,whipped/sour cream,,,,,,
other vegetables,yogurt,,,,,,,,,
soda,flower (seeds),,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
other vegetables,soda,rolls/buns,dishes,,,,,,,
tropical fruit,pastry,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
white bread,root vegetables,,,,,,,,,
other vegetables,long life bakery product,pastry,,,,,,,,
grapes,rolls/buns,,,,,,,,,
pastry,newspapers,,,,,,,,,
frozen meals,pastry,,,,,,,,,
ham,yogurt,,,,,,,,,
